-30,75207;-11,24268;-5,423559;-6,296056
-9,117155;-8,299554;-11,79643;-15,86212
-8,029654;-8,712659;-16,49159;-9,016836
-6,116381;-26,89694;-9,054809;-4,639709
-21,11946;-14,69366;-14,58361;-14,85014
-17,21502;-16,23305;-12,57743;-19,29959
-11,01705;-13,1831;-17,13222;-13,12971
-10,85305;-16,0812;-11,42271;-10,67641
-18,53226;-14,16399;-13,82222;-7,516537
-12,4163;-13,844;-16,71643;-16,92723
-10,36539;-10,69175;-16,95812;-12,5055
-16,46093;-16,78426;-9,678063;-10,41557
-2,424674;-2,863004;0;0
-1,6;0;-1,995936;-2,642316
0;0;0;0
-3,489845;-2;0;0
-17,54845;-10,71065;-3,683695;-100,3888
-5,92838;-5,424167;-4,879456;-74,69872
-3,821145;-8,838687;-17,69144;-99,89728
-5,560659;-14,54272;-12,71665;-100,0237
-16,92195;-16,62165;-11,61508;-100,4336
-11,94157;-10,88385;-10,65253;-100,8356
-7,075582;-13,87077;-14,24329;-98,97831
-14,08571;-17,12072;-16,10047;-100,7259
-12,8351;-14,01514;-7,116876;-86,57823
-7,680424;-4,485436;-4,34965;-37,34535
-1,648033;-3,938167;-2,893767;-79,02848
-17,94785;-16,5265;-13,21271;-99,69777
0;-2;0;0
0;0;0;0
0;0;0;0
0;-6,08395;-2;0
-25,29116;-11,40652;-100,2309;-5,528318
-10,62495;-7,817869;-100,4941;-63,85487
-4,366502;-6,416819;-98,39528;-4,300079
-6,233589;-44,76693;-102,0441;-5,257339
-19,62461;-19,5178;-99,99998;-21,96037
-18,58241;-13,43433;-100,4843;-18,53661
-9,386944;-8,982377;-98,44533;-9,033238
-14,48414;-14,30832;-102,1838;-11,94964
-19,96847;-20,21712;-98,84708;-15,78324
-7,22661;-3,909899;-20;-7,126347
-3,654326;-4,038114;-48,8;-4,140003
-9,063321;-8,270946;-79,02848;-7,636862
-4,325243;-5,346002;-20;0
0;0;0;0
0;0;0;0
0;0;0;0
-32,47518;-11,68604;-59,04;-59,04
0;-0,04595862;0;0
0;0;0;0
-9,3167;-20,27419;-74,13615;-83,22279
-16,70266;-16,24992;-73,7856;-67,232
0;0;0;0
-1,492912;0;0;0
-18,07676;-17,15374;-59,04;-73,9128
-11,30448;-17,00407;-20;-59,04
0;0;0;0
0;0;0;0
-12,77698;-12,99374;-36;-48,8
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;-20
-44,85125;-99,99868;-4,405092;-8,813753
