-12,99111;-101,2134;-11,57999;-18,29572
-6,446158;-98,49123;-26,63464;-7,16113
-3,711568;-36;-5,170266;-4,073927
-13,62769;-100,9781;-12,33238;-17,36643
-22,64948;-100,0765;-22,37916;-19,85036
-11,6737;-97,94151;-14,72943;-16,21767
-7,450664;-59,16969;-6,035079;-6,338977
-7,365359;-48,8;-3,534562;-4,342458
-17,45089;-99,40971;-19,06;-19,22531
-7,461382;-59,04;-8,682346;-12,98209
0;-20,09696;-3,599437;0
0;0;0;0
-3,107711;-36;-4,427622;-2
0;0;0;0
0;0;0;0
-22,09517;-36,59174;-2,572854;-48,8
0;0;0;0
-2,497886;-36,54772;-36,70845;-20
-7,787622;-36,28835;-9,816926;-73,7856
0;0;0;0
0;0;0;0
-4,317136;-20,40127;-7,750915;-20
-6,839798;-50,29756;-7,854612;-48,8
0;0;0;0
0;0;0;0
0;0;0;0
-2,417244;0;-4,453382;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-30,37925;-59,04588;-83,22279;-12,19902
-15,25326;-93,32684;-79,02848;-13,30699
0;-20;0;0
-0,6680822;0;-21,49186;0
-19,2825;-59,04;-86,57823;-19,4238
-19,17856;-74,33509;-79,02848;-19,1729
-1,883925;0;-20;0
0;0;0;0
-4,359161;-36;-59,04;-10,2724
-9,449039;-36;-20;-9,773465
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;-2
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-93,47629;-6,751369;-5,947299;-6,607315
-100,0403;-6,729371;-13,81752;-19,8964
-101,6147;-9,812037;-23,87079;-13,43886
-101,6782;-39,21437;-6,281269;-5,252268
-102,6231;-15,01063;-13,00929;-13,85105
-100,8659;-11,74156;-16,79112;-17,2432
-100,5086;-16,06348;-18,63206;-18,77512
-100,7427;-13,78649;-13,6697;-12,9518
-36;-1,891362;-1,819866;-1,814487
-91,77372;-6,244863;-11,24558;-8,277367
-96,48157;-19,78917;-16,56168;-15,11636
-48,79512;-10,58515;-5,574862;-3,325353
0;0;0;0
-20;0;0;0
-36;-3,915392;-3,6;0
-20;-2,455637;0;0
0;0;0;0
0;0;0;0
-79,02848;-12,34986;-17,37109;-67,232
-59,04;-7,657501;-6,463127;-48,8
0;0;0;0
0;0;0;0
-59,04;-16,70243;-15,24727;-67,232
-59,04;-18,57194;-18,30893;-59,04
0;0;0;0
0;0;0;0
-48,8;-11,68784;-8,063375;-20
-36;-6,565161;-7,627747;-20
0;0;0;0
0;0;0;0
-20;-2;0;0
0;-2;0;0
-19,94452;0;0;0
-49,10931;-4,530101;-35,98775;-17,04621
-49,49577;-3,191522;-36,45798;-3,028154
-36,01457;-4,097804;-38,16322;-1,744753
0;0;0;0
-20;-4,616049;-21,09106;-9,646031
-60,3667;-9,598181;-49,24564;-9,347178
-49,91282;-4,555786;-20,67572;-4,555575
0;0;0;0
0;0;0;0
-20;0;0;0
-20;-2,563848;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-20;-20;-0,1358766;-3,02104
-48,8;-84,26917;-11,95469;-14,94048
-74,41117;-67,70396;-27,96156;-9,080549
0;-20;0,0289558;0,2
-36;-20;-1,843321;-2,089188
-89,26259;-83,77228;-20,09984;-19,11175
-48,8;-79,02848;-16,16516;-17,32785
-36,95359;0;0;0
0;-20;0;0
-67,232;-48,8;-10,04902;-10,85707
-36;-36;-12,90214;-14,17223
0;0;-2;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
