-23,21994;-99,26213;-21,71963;-20,63418
-19,76038;-99,97404;-20,7099;-21,2262
-7,978811;-20;-10,51317;-8,532111
0;0;0;0
-22,99833;-67,232;-18,57556;-19,58682
-19,49815;-89,26259;-24,57742;-22,28354
-2,007962;0;0;0
0;0;0;0
-2;-20;-0,36;0
0;0;0;0
0;0;0;0
-10,72437;-20,33447;-5,430128;-36
-4,518716;-51,22318;-2,619336;-48,8
-2,78982;-21,81693;-5,034976;-59,04
-5,412218;-20,77475;-7,06582;-20
-15,03169;-50,03115;-12,13083;-48,8
0;0;0;0
0;0;0;0
-12,57959;-61,04399;-15,61277;-36
0;0;0;0
0;0;0;0
0;0;0;0
-11,04163;-36;-12,49543;-20
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-2;-20,63461;0;0
-15,90604;-100,8207;-89,26259;-17,36961
-6,555957;-91,60255;-86,71118;-10,35172
-0,1743907;-20,21438;-20,8797;-0,7091159
-2,190112;-20;-20,94568;0
-27,59608;-94,50245;-95,60196;-20,89636
-10,33765;-20;-49,27683;-10,06666
-0,7381535;0;0;0
0;0;0;0
-26,21248;-67,232;-48,8;-26,33819
0;0;0;0
0;0;0;0
0;0;0;0
-3,88351;-20;-20;-5,823575
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-101,1115;-7,882442;-4,580388;-2,93597
-76,18245;-4,918852;-5,772257;-9,323659
-101,3157;-7,871377;-10,73647;-11,35333
-99,62489;-14,87176;-14,11303;-8,688222
-51,4588;-11,99185;-11,46812;-10,85389
-93,93027;-9,670519;-12,90302;-11,66162
-101,9103;-15,2048;-22,23551;-23,20617
-100,0777;-21,28244;-20,09587;-13,29515
-20;-2;-1,38644;-1,61206
-20;-4,452055;-3,409639;-3,855291
-89,26259;-20,62264;-20,14095;-20,8834
-86,57823;-22,50072;-20,59629;-17,06317
0;0;0;0
0;0;0;0
-20;0;0;0
-20;0;0;0
-79,02848;-5,978165;-4,139089;-59,04
0;0;0;0
-67,232;-7,254799;-11,39083;-67,232
-79,02848;-15,75816;-20,26659;-86,57823
-20;-4,098012;-3,658565;-20
0;0;0;0
-20;-6,099779;-4,909873;-20
-86,57823;-25,45689;-21,83247;-91,41007
0;0;0;0
0;0;0;0
0;0;0;0
-67,232;-24,14726;-26,2792;-67,232
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-36,31319;-5,023131;-37,29562;-4,245182
-21,25002;-3,79676;-20,67886;-5,167851
-36,98032;-7,286668;-20,85883;-8,073895
-20;-5,670946;-48,8;-3,152368
-20,7304;0;0;0
0;0;0;0
-36;-13,82861;-20,37843;-15,97785
-49,86052;-6,022778;-20;-5,93784
0;0;0;0
0;0;0;0
-20;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
-20,7814;0;0;0
-20;-20;-3,544294;-4,428414
-99,97409;-99,02193;-9,477579;-13,84855
-20,1332;-50,94005;-2;-1,608395
-20,88353;0;0;0
-49,1246;-48,8;-13,09088;-12,98196
-95,60196;-96,90543;-22,38644;-27,77737
-20;-20;-7,04883;-6,856995
0;0;0;0
0;0;0;0
-83,22279;-89,26259;-26,83428;-26,34143
0;0;0;0
0;0;0;0
0;0;0;0
-20;-20;0;-2
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
